seqname	dsDNAphage	ssDNA	max_score	max_score_group	length	hallmark	viral	cellular
T112_D__k141_202534||full	0.680	0.627	0.680	dsDNAphage	5316	0	8.300	0.000
T112_D__k141_671623||full	0.633	0.027	0.633	dsDNAphage	5316	0	30.000	10.000
T36_S__k141_505831||full	0.853	0.013	0.853	dsDNAphage	5316	1	57.100	14.300
T40_D__k141_354378||full	0.993	0.447	0.993	dsDNAphage	5316	2	86.700	0.000
T64_D__k141_280405||full	0.987	0.753	0.987	dsDNAphage	5316	0	90.000	0.000
T64_D__k141_610217||full	0.920	0.687	0.920	dsDNAphage	5316	0	100.000	0.000
T68_S__k141_612893||full	0.887	0.807	0.887	dsDNAphage	5316	0	41.700	0.000
T72_S__k141_1094808||full	0.733	0.613	0.733	dsDNAphage	5316	0	71.400	0.000
T80_S__k141_92300||full	0.727	0.667	0.727	dsDNAphage	5316	0	100.000	0.000
T80_S__k141_420191||full	0.887	0.680	0.887	dsDNAphage	5316	0	100.000	0.000
T84_S__k141_726581||full	0.980	0.533	0.980	dsDNAphage	5316	1	50.000	0.000
T92_S__k141_1106062||full	1.000	0.693	1.000	dsDNAphage	5316	2	100.000	0.000
T4_D_k141_550231||full	0.887	0.507	0.887	dsDNAphage	5315	0	83.300	0.000
T100_D__k141_308147||full	0.693	0.060	0.693	dsDNAphage	5315	0	60.000	0.000
T100_D__k141_825924||full	0.793	0.480	0.793	dsDNAphage	5315	0	66.700	0.000
T16_D__k141_918214||full	1.000	0.607	1.000	dsDNAphage	5315	1	92.900	0.000
T16_D__k141_364728||full	1.000	0.713	1.000	dsDNAphage	5315	1	50.000	0.000
T16_S__k141_981057||full	0.947	0.587	0.947	dsDNAphage	5315	0	100.000	0.000
T40_D__k141_584160||full	0.993	0.740	0.993	dsDNAphage	5315	0	85.700	0.000
T56_S__k141_748712||full	1.000	0.893	1.000	dsDNAphage	5315	2	100.000	0.000
T88_D__k141_741514||full	0.593	0.340	0.593	dsDNAphage	5315	0	28.600	0.000
T88_D__k141_458407||full	1.000	0.973	1.000	dsDNAphage	5315	3	100.000	0.000
T8_S__k141_523178||full	0.613	0.127	0.613	dsDNAphage	5315	0	85.700	14.300
T4_D_k141_209034||full	1.000	0.900	1.000	dsDNAphage	5314	2	100.000	0.000
T52_S_k141_982764||full	0.993	0.653	0.993	dsDNAphage	5314	2	85.700	0.000
T52_S_k141_692926||full	0.967	0.260	0.967	dsDNAphage	5314	2	66.700	13.300
T24_S__k141_625742||full	0.813	0.420	0.813	dsDNAphage	5314	0	60.000	0.000
T24_S__k141_997961||full	0.987	0.840	0.987	dsDNAphage	5314	1	100.000	0.000
T40_D__k141_611022||full	0.893	0.533	0.893	dsDNAphage	5314	0	6.700	0.000
T40_D__k141_497611||full	0.800	0.840	0.840	ssDNA	5314	0	66.700	0.000
T40_S__k141_486841||full	0.993	0.547	0.993	dsDNAphage	5314	2	75.000	0.000
T44_S__k141_578738||full	0.940	0.713	0.940	dsDNAphage	5314	0	90.900	0.000
T48_S__k141_878277||full	0.980	0.433	0.980	dsDNAphage	5314	0	92.300	0.000
T64_D__k141_837611||full	0.747	0.367	0.747	dsDNAphage	5314	0	22.200	0.000
T76_S__k141_153893||full	1.000	0.960	1.000	dsDNAphage	5314	1	100.000	0.000
T88_D__k141_679799||full	0.953	0.767	0.953	dsDNAphage	5314	1	100.000	0.000
T8_S__k141_1430549||full	0.993	0.920	0.993	dsDNAphage	5314	3	100.000	0.000
T12_S__k141_132794||full	0.993	0.647	0.993	dsDNAphage	5313	0	91.700	0.000
T16_D__k141_1047470||full	1.000	0.960	1.000	dsDNAphage	5313	1	100.000	0.000
T28_S__k141_525327||full	0.967	0.207	0.967	dsDNAphage	5313	0	63.600	0.000
T40_D__k141_956339||full	1.000	0.900	1.000	dsDNAphage	5313	2	100.000	0.000
T44_S__k141_589682||full	1.000	0.393	1.000	dsDNAphage	5313	2	85.700	0.000
T48_S__k141_400328||full	1.000	0.860	1.000	dsDNAphage	5313	3	100.000	0.000
T4_S__k141_999079||full	1.000	0.673	1.000	dsDNAphage	5313	0	94.100	0.000
T68_S__k141_589618||full	1.000	0.853	1.000	dsDNAphage	5313	5	100.000	0.000
T96_S__k141_340629||full	1.000	0.667	1.000	dsDNAphage	5313	3	87.500	0.000
T88_S_k141_352097||full	0.707	0.627	0.707	dsDNAphage	5312	0	66.700	0.000
T104_S__k141_26782||full	0.847	0.800	0.847	dsDNAphage	5312	0	12.500	0.000
T16_D__k141_1422397||full	0.880	0.240	0.880	dsDNAphage	5312	0	83.300	0.000
T28_S__k141_665208||full	0.753	1.000	1.000	ssDNA	5312	0	100.000	0.000
T32_S__k141_225975||full	0.760	0.587	0.760	dsDNAphage	5312	0	100.000	0.000
T36_S__k141_1114587||full	0.980	0.987	0.987	ssDNA	5312	0	100.000	0.000
T40_D__k141_1065271||full	0.920	0.833	0.920	dsDNAphage	5312	0	100.000	0.000
T52_D__k141_549861||full	0.987	0.847	0.987	dsDNAphage	5312	0	90.900	0.000
T52_D__k141_918908||full	1.000	0.647	1.000	dsDNAphage	5312	2	100.000	0.000
T84_S__k141_172475||full	0.780	0.807	0.807	ssDNA	5312	0	100.000	0.000
T8_S__k141_891504||full	0.993	0.560	0.993	dsDNAphage	5312	1	33.300	0.000
T92_S__k141_444490||full	0.840	0.953	0.953	ssDNA	5312	0	36.400	0.000
T4_S__k141_2049||full_1	0.900	0.100	0.900	dsDNAphage	5312	0	55.600	0.000
T4_D_k141_349727||full	0.807	0.987	0.987	ssDNA	5311	0	42.900	0.000
T0_S__k141_236259||full	0.980	0.040	0.980	dsDNAphage	5311	1	33.300	0.000
T100_D__k141_531152||full	1.000	0.853	1.000	dsDNAphage	5311	1	100.000	0.000
T100_D__k141_903803||full	0.893	0.967	0.967	ssDNA	5311	0	81.800	0.000
T112_D__k141_909077||full	0.953	0.647	0.953	dsDNAphage	5311	0	100.000	0.000
T112_S__k141_467495||full	0.713	0.353	0.713	dsDNAphage	5311	0	66.700	0.000
T16_D__k141_1023005||full	0.987	0.873	0.987	dsDNAphage	5311	0	66.700	0.000
T16_D__k141_956667||full	0.987	0.980	0.987	dsDNAphage	5311	1	60.000	0.000
T20_S__k141_1067412||full	0.880	0.313	0.880	dsDNAphage	5311	0	61.500	0.000
T32_S__k141_267781||full	0.980	0.727	0.980	dsDNAphage	5311	1	75.000	0.000
T40_D__k141_303062||full	0.980	0.940	0.980	dsDNAphage	5311	1	75.000	0.000
T52_D__k141_320832||full	0.987	0.833	0.987	dsDNAphage	5311	0	60.000	0.000
T72_S__k141_1031771||full	0.973	0.787	0.973	dsDNAphage	5311	0	81.800	0.000
T80_S__k141_226993||full	0.987	0.873	0.987	dsDNAphage	5311	0	23.500	0.000
T88_D__k141_536407||full	0.980	0.820	0.980	dsDNAphage	5311	0	57.100	0.000
T8_S__k141_858838||full	0.940	0.327	0.940	dsDNAphage	5311	0	92.900	0.000
T4_D_k141_1205306||full	0.913	0.520	0.913	dsDNAphage	5310	0	54.500	0.000
T52_S_k141_357568||full	0.860	0.127	0.860	dsDNAphage	5310	0	53.800	7.700
T108_S__k141_229870||full	0.993	0.673	0.993	dsDNAphage	5310	4	100.000	0.000
T112_D__k141_599325||full	1.000	0.920	1.000	dsDNAphage	5310	1	50.000	0.000
T16_S__k141_382714||full	0.887	0.820	0.887	dsDNAphage	5310	0	100.000	0.000
T16_S__k141_46596||full	1.000	0.953	1.000	dsDNAphage	5310	2	75.000	0.000
T20_S__k141_729899||full	1.000	0.973	1.000	dsDNAphage	5310	1	100.000	0.000
T28_S__k141_1060213||full	0.600	0.100	0.600	dsDNAphage	5310	0	83.300	16.700
T28_S__k141_920251||full	0.880	0.693	0.880	dsDNAphage	5310	0	100.000	0.000
T40_D__k141_398032||full	0.987	0.700	0.987	dsDNAphage	5310	0	88.900	0.000
T40_S__k141_914751||full	1.000	0.633	1.000	dsDNAphage	5310	1	100.000	0.000
T44_S__k141_1217901||full	1.000	0.987	1.000	dsDNAphage	5310	2	100.000	0.000
T68_S__k141_155592||full	1.000	0.573	1.000	dsDNAphage	5310	8	100.000	0.000
T76_D__k141_1018632||full	0.900	0.900	0.900	dsDNAphage	5310	0	66.700	0.000
T4_D_k141_984016||full	0.907	0.460	0.907	dsDNAphage	5309	0	27.300	0.000
T52_S_k141_1130350||full	0.860	0.920	0.920	ssDNA	5309	0	20.000	0.000
T88_S_k141_988310||full	1.000	0.940	1.000	dsDNAphage	5309	5	100.000	0.000
T100_D__k141_227857||full	0.880	0.527	0.880	dsDNAphage	5309	0	77.800	0.000
T108_S__k141_656277||full	0.993	0.793	0.993	dsDNAphage	5309	2	100.000	0.000
T12_S__k141_834488||full	0.940	0.673	0.940	dsDNAphage	5309	0	44.400	0.000
T16_D__k141_293700||full	1.000	0.940	1.000	dsDNAphage	5309	4	100.000	0.000
T16_D__k141_1100040||full	0.993	0.960	0.993	dsDNAphage	5309	2	100.000	0.000
T16_S__k141_1057150||full	0.873	0.927	0.927	ssDNA	5309	0	71.400	0.000
T28_S__k141_178089||full	0.967	0.873	0.967	dsDNAphage	5309	0	80.000	0.000
T36_S__k141_618565||full	0.993	0.553	0.993	dsDNAphage	5309	2	88.900	0.000
T40_D__k141_704924||full	0.867	0.493	0.867	dsDNAphage	5309	0	60.000	0.000
T44_S__k141_356968||full	0.627	0.120	0.627	dsDNAphage	5309	0	25.000	0.000
T56_S__k141_705045||full	0.993	0.820	0.993	dsDNAphage	5309	1	88.900	0.000
T56_S__k141_509823||full	1.000	0.887	1.000	dsDNAphage	5309	2	100.000	0.000
T60_S__k141_852255||full	1.000	0.893	1.000	dsDNAphage	5309	1	93.800	0.000
T84_S__k141_64853||full	0.900	0.940	0.940	ssDNA	5309	0	100.000	0.000
T88_D__k141_1068704||full	0.827	0.927	0.927	ssDNA	5309	0	100.000	0.000
T8_S__k141_145004||full	0.993	0.633	0.993	dsDNAphage	5309	2	80.000	0.000
T92_S__k141_398383||full	0.900	0.787	0.900	dsDNAphage	5309	0	33.300	0.000
T4_D_k141_85518||full	1.000	0.807	1.000	dsDNAphage	5308	2	100.000	0.000
T88_S_k141_424816||full	1.000	0.773	1.000	dsDNAphage	5308	2	100.000	0.000
T100_D__k141_554872||full	0.920	0.560	0.920	dsDNAphage	5308	0	35.700	0.000
T100_S__k141_457220||full	0.827	0.607	0.827	dsDNAphage	5308	0	71.400	0.000
T104_S__k141_809055||full	0.900	0.680	0.900	dsDNAphage	5308	0	64.300	0.000
T112_D__k141_547148||full	0.987	0.713	0.987	dsDNAphage	5308	0	100.000	0.000
T12_S__k141_1184674||full	0.947	0.727	0.947	dsDNAphage	5308	0	40.000	0.000
T16_D__k141_941462||full	0.933	0.693	0.933	dsDNAphage	5308	0	64.300	0.000
T16_S__k141_101150||full	0.993	0.953	0.993	dsDNAphage	5308	1	100.000	0.000
T20_S__k141_491918||full	1.000	0.913	1.000	dsDNAphage	5308	3	100.000	0.000
T24_S__k141_750059||full	0.887	0.287	0.887	dsDNAphage	5308	0	14.300	0.000
T24_S__k141_931814||full	0.953	0.867	0.953	dsDNAphage	5308	0	54.500	0.000
T4_S__k141_1022513||full	1.000	0.807	1.000	dsDNAphage	5308	1	100.000	0.000
T64_D__k141_861448||full	0.933	0.773	0.933	dsDNAphage	5308	0	75.000	0.000
T76_S__k141_363272||full	0.920	0.893	0.920	dsDNAphage	5308	0	100.000	0.000
T52_S_k141_603043||full	0.993	0.833	0.993	dsDNAphage	5307	0	90.900	0.000
T88_S_k141_767306||full	0.907	0.640	0.907	dsDNAphage	5307	0	55.600	0.000
T0_S__k141_1032848||full	0.873	0.427	0.873	dsDNAphage	5307	0	66.700	0.000
T16_D__k141_1318244||full	0.980	0.960	0.980	dsDNAphage	5307	2	100.000	0.000
T16_D__k141_234251||full	0.773	0.107	0.773	dsDNAphage	5307	0	66.700	11.100
T76_D__k141_376751||full	0.927	0.687	0.927	dsDNAphage	5307	0	83.300	0.000
T80_S__k141_451459||full	0.940	0.760	0.940	dsDNAphage	5307	0	42.900	0.000
T88_D__k141_78170||full	0.987	0.560	0.987	dsDNAphage	5307	1	66.700	0.000
T88_D__k141_412887||full	1.000	0.933	1.000	dsDNAphage	5307	1	100.000	0.000
T8_S__k141_491382||full	0.980	0.880	0.980	dsDNAphage	5307	0	100.000	0.000
T4_D_k141_12029||full	0.960	0.500	0.960	dsDNAphage	5306	0	72.700	0.000
T52_S_k141_665454||full	1.000	0.967	1.000	dsDNAphage	5306	2	100.000	0.000
T52_S_k141_1177726||full	0.967	0.873	0.967	dsDNAphage	5306	0	100.000	0.000
T100_D__k141_151759||full	0.987	0.807	0.987	dsDNAphage	5306	0	75.000	0.000
T112_D__k141_547692||full	0.987	0.807	0.987	dsDNAphage	5306	1	90.900	0.000
T16_D__k141_3891||full	0.973	0.900	0.973	dsDNAphage	5306	1	35.300	0.000
T24_S__k141_990381||full	0.973	0.467	0.973	dsDNAphage	5306	0	46.200	0.000
T28_S__k141_25510||full	1.000	0.973	1.000	dsDNAphage	5306	1	100.000	0.000
T28_S__k141_588276||full	1.000	0.873	1.000	dsDNAphage	5306	4	100.000	0.000
T40_S__k141_197604||full	1.000	0.500	1.000	dsDNAphage	5306	1	83.300	0.000
T48_S__k141_1046570||full	1.000	0.980	1.000	dsDNAphage	5306	4	100.000	0.000
T52_D__k141_175992||full	0.867	0.533	0.867	dsDNAphage	5306	0	37.500	0.000
T68_S__k141_545526||full	0.953	0.660	0.953	dsDNAphage	5306	0	46.200	0.000
T52_S_k141_1205971||full	1.000	0.760	1.000	dsDNAphage	5305	3	61.500	0.000
T112_D__k141_278780||full	0.773	0.680	0.773	dsDNAphage	5305	0	66.700	0.000
T32_S__k141_1200679||full	0.913	0.420	0.913	dsDNAphage	5305	0	87.500	0.000
T4_S__k141_877887||full	0.967	0.767	0.967	dsDNAphage	5305	0	85.700	0.000
T60_S__k141_11514||full	1.000	0.953	1.000	dsDNAphage	5305	2	100.000	0.000
T64_D__k141_328705||full	0.973	0.440	0.973	dsDNAphage	5305	0	63.600	0.000
T80_S__k141_755953||full	0.960	0.713	0.960	dsDNAphage	5305	0	100.000	0.000
T80_S__k141_1133346||full	1.000	0.667	1.000	dsDNAphage	5305	6	100.000	0.000
T88_D__k141_189037||full	0.993	0.753	0.993	dsDNAphage	5305	0	90.000	0.000
T96_S__k141_611218||full	0.987	0.920	0.987	dsDNAphage	5305	0	100.000	0.000
T4_D_k141_563913||full	0.987	0.840	0.987	dsDNAphage	5304	2	57.100	0.000
T104_S__k141_630090||full	0.987	0.967	0.987	dsDNAphage	5304	1	50.000	0.000
T104_S__k141_380221||full	1.000	0.813	1.000	dsDNAphage	5304	1	100.000	0.000
T108_S__k141_223975||full	0.673	0.607	0.673	dsDNAphage	5304	0	60.000	0.000
T16_D__k141_9487||full	0.953	0.240	0.953	dsDNAphage	5304	0	45.500	0.000
T16_D__k141_913522||full	0.960	0.960	0.960	dsDNAphage	5304	0	100.000	0.000
T16_S__k141_664747||full	0.993	0.867	0.993	dsDNAphage	5304	4	100.000	0.000
T20_S__k141_90676||full	0.873	0.727	0.873	dsDNAphage	5304	0	100.000	0.000
T28_S__k141_255725||full	0.953	0.907	0.953	dsDNAphage	5304	0	100.000	0.000
T28_S__k141_217769||full	1.000	0.567	1.000	dsDNAphage	5304	3	100.000	0.000
T40_D__k141_644883||full	0.980	0.207	0.980	dsDNAphage	5304	1	25.000	0.000
T68_S__k141_957295||full	1.000	0.640	1.000	dsDNAphage	5304	0	40.000	0.000
T76_D__k141_236961||full	1.000	0.853	1.000	dsDNAphage	5304	1	87.500	0.000
T88_D__k141_812574||full	0.687	0.893	0.893	ssDNA	5304	0	44.400	0.000
T96_S__k141_167109||full	0.953	0.520	0.953	dsDNAphage	5304	0	87.500	0.000
T4_D_k141_919358||full	1.000	0.887	1.000	dsDNAphage	5303	4	100.000	0.000
T112_D__k141_825226||full	0.960	0.867	0.960	dsDNAphage	5303	0	100.000	0.000
T40_D__k141_835258||full	0.873	0.687	0.873	dsDNAphage	5303	0	85.700	0.000
T40_D__k141_1102024||full	0.993	0.927	0.993	dsDNAphage	5303	3	100.000	0.000
T52_D__k141_770425||full	0.880	0.793	0.880	dsDNAphage	5303	0	100.000	0.000
T64_S__k141_186961||full	0.767	0.827	0.827	ssDNA	5303	0	100.000	0.000
T76_S__k141_774024||full	0.953	0.553	0.953	dsDNAphage	5303	0	88.900	0.000
T88_D__k141_1063116||full	0.893	0.727	0.893	dsDNAphage	5303	0	80.000	0.000
T8_S__k141_416594||full	1.000	0.627	1.000	dsDNAphage	5303	2	90.900	0.000
T88_S_k141_490549||full	0.920	0.820	0.920	dsDNAphage	5302	0	100.000	0.000
T88_S_k141_807770||full	1.000	1.000	1.000	dsDNAphage	5302	1	100.000	0.000
T112_D__k141_349577||full	0.980	0.907	0.980	dsDNAphage	5302	0	100.000	0.000
T20_S__k141_894489||full	0.967	0.860	0.967	dsDNAphage	5302	0	68.800	0.000
T56_S__k141_407954||full	0.960	0.433	0.960	dsDNAphage	5302	2	45.500	0.000
T76_D__k141_493985||full	1.000	0.773	1.000	dsDNAphage	5302	2	87.500	0.000
T76_S__k141_419748||full	0.973	0.920	0.973	dsDNAphage	5302	0	91.700	0.000
T112_D__k141_61499||full_1	0.760	0.947	0.947	ssDNA	5302	0	42.900	0.000
T4_D_k141_1083522||full	1.000	0.967	1.000	dsDNAphage	5301	1	100.000	0.000
T88_S_k141_161121||full	0.940	0.900	0.940	dsDNAphage	5301	0	100.000	0.000
T88_S_k141_50740||full	0.933	0.473	0.933	dsDNAphage	5301	0	38.500	0.000
T100_S__k141_218504||full	0.987	0.907	0.987	dsDNAphage	5301	0	100.000	0.000
T112_D__k141_1434||full	0.913	0.713	0.913	dsDNAphage	5301	0	42.900	0.000
T16_D__k141_1173308||full	0.927	0.860	0.927	dsDNAphage	5301	0	66.700	0.000
T32_S__k141_466716||full	1.000	0.967	1.000	dsDNAphage	5301	2	75.000	0.000
T36_S__k141_93350||full	0.973	0.673	0.973	dsDNAphage	5301	1	66.700	0.000
T40_D__k141_1002202||full	0.607	0.627	0.627	ssDNA	5301	0	50.000	0.000
T76_D__k141_407705||full	0.973	0.813	0.973	dsDNAphage	5301	0	93.800	0.000
T100_S__k141_801965||full	0.873	0.940	0.940	ssDNA	5300	0	100.000	0.000
T104_S__k141_712411||full	0.920	0.780	0.920	dsDNAphage	5300	0	62.500	0.000
T16_D__k141_568470||full	0.820	0.507	0.820	dsDNAphage	5300	0	75.000	0.000
T20_S__k141_478507||full	0.987	0.707	0.987	dsDNAphage	5300	0	88.900	0.000
T36_S__k141_1345996||full	0.867	0.727	0.867	dsDNAphage	5300	0	100.000	0.000
T40_D__k141_1170532||full	0.740	0.880	0.880	ssDNA	5300	0	66.700	0.000
T44_S__k141_18274||full	1.000	0.833	1.000	dsDNAphage	5300	3	88.900	0.000
T48_S__k141_814748||full	0.967	0.347	0.967	dsDNAphage	5300	0	87.500	0.000
T60_S__k141_751499||full	0.967	0.727	0.967	dsDNAphage	5300	0	54.500	0.000
T64_D__k141_359228||full	0.933	0.120	0.933	dsDNAphage	5300	0	26.700	6.700
T68_S__k141_1013133||full	1.000	0.707	1.000	dsDNAphage	5300	1	50.000	0.000
T76_D__k141_72614||full	0.980	0.767	0.980	dsDNAphage	5300	0	43.800	0.000
T92_S__k141_771734||full	0.967	0.900	0.967	dsDNAphage	5300	0	33.300	0.000
T100_S__k141_568210||full	0.947	0.767	0.947	dsDNAphage	5299	0	85.700	0.000
T16_D__k141_967884||full	0.840	0.393	0.840	dsDNAphage	5299	0	83.300	0.000
T28_S__k141_119436||full	1.000	0.960	1.000	dsDNAphage	5299	5	100.000	0.000
T40_D__k141_559414||full	0.993	0.847	0.993	dsDNAphage	5299	2	85.700	0.000
T40_D__k141_1046340||full	0.967	0.833	0.967	dsDNAphage	5299	1	50.000	0.000
T52_D__k141_776816||full	0.900	0.673	0.900	dsDNAphage	5299	1	50.000	0.000
T64_D__k141_507701||full	1.000	0.947	1.000	dsDNAphage	5299	1	100.000	0.000
T64_D__k141_205359||full	0.960	0.867	0.960	dsDNAphage	5299	0	77.800	0.000
T72_S__k141_493886||full	1.000	0.467	1.000	dsDNAphage	5299	1	82.400	0.000
T76_D__k141_882395||full	0.847	0.873	0.873	ssDNA	5299	0	100.000	0.000
T80_S__k141_98432||full	0.987	0.813	0.987	dsDNAphage	5299	1	75.000	0.000
T84_S__k141_746441||full	0.893	0.780	0.893	dsDNAphage	5299	0	88.900	0.000
T4_D_k141_962940||full	1.000	0.867	1.000	dsDNAphage	5298	0	100.000	0.000
T4_D_k141_1255756||full	0.973	0.600	0.973	dsDNAphage	5298	1	40.000	0.000
T4_D_k141_612623||full	1.000	0.973	1.000	dsDNAphage	5298	1	50.000	0.000
T4_D_k141_988831||full	0.940	0.813	0.940	dsDNAphage	5298	0	100.000	0.000
T108_S__k141_484520||full	0.987	0.787	0.987	dsDNAphage	5298	0	53.300	0.000
T16_D__k141_893530||full	1.000	0.787	1.000	dsDNAphage	5298	1	87.500	0.000
T32_S__k141_1261986||full	0.853	0.973	0.973	ssDNA	5298	0	75.000	0.000
T40_D__k141_16698||full	1.000	0.513	1.000	dsDNAphage	5298	1	28.600	0.000
T40_D__k141_341766||full	0.980	0.747	0.980	dsDNAphage	5298	0	50.000	0.000
T40_D__k141_374182||full	0.727	0.613	0.727	dsDNAphage	5298	0	60.000	0.000
T44_S__k141_1075726||full	0.960	0.727	0.960	dsDNAphage	5298	0	100.000	0.000
T52_D__k141_132583||full	1.000	0.827	1.000	dsDNAphage	5298	1	85.700	0.000
T52_D__k141_685489||full	0.993	0.960	0.993	dsDNAphage	5298	1	100.000	0.000
T60_S__k141_841838||full	0.973	0.487	0.973	dsDNAphage	5298	0	53.800	0.000
T64_D__k141_331257||full	1.000	0.627	1.000	dsDNAphage	5298	3	80.000	0.000
T68_S__k141_1041175||full	0.993	0.820	0.993	dsDNAphage	5298	5	100.000	0.000
T88_D__k141_716909||full	0.993	0.660	0.993	dsDNAphage	5298	1	75.000	0.000
T4_D_k141_291921||full	0.900	0.707	0.900	dsDNAphage	5297	0	66.700	0.000
T88_S_k141_20367||full	0.940	0.460	0.940	dsDNAphage	5297	0	90.000	0.000
T112_S__k141_8338||full	0.613	0.700	0.700	ssDNA	5297	0	100.000	0.000
T16_D__k141_980476||full	1.000	0.873	1.000	dsDNAphage	5297	3	100.000	0.000
T20_S__k141_1147024||full	1.000	0.813	1.000	dsDNAphage	5297	2	100.000	0.000
T56_S__k141_592850||full	0.987	0.580	0.987	dsDNAphage	5297	0	92.900	0.000
T72_S__k141_287891||full	0.987	0.660	0.987	dsDNAphage	5297	1	60.000	0.000
T84_S__k141_346590||full	0.980	0.387	0.980	dsDNAphage	5297	0	69.200	0.000
T92_S__k141_106086||full	0.887	0.640	0.887	dsDNAphage	5297	0	66.700	0.000
T4_D_k141_664001||full	0.967	0.887	0.967	dsDNAphage	5296	2	100.000	0.000
T88_S_k141_1001600||full	0.953	0.807	0.953	dsDNAphage	5296	0	90.900	0.000
T88_S_k141_468605||full	1.000	0.747	1.000	dsDNAphage	5296	3	100.000	0.000
T12_S__k141_1330213||full	1.000	0.647	1.000	dsDNAphage	5296	1	100.000	0.000
T16_D__k141_818152||full	0.993	0.947	0.993	dsDNAphage	5296	0	100.000	0.000
T28_S__k141_1103904||full	0.947	0.347	0.947	dsDNAphage	5296	1	50.000	0.000
T32_S__k141_104814||full	1.000	0.720	1.000	dsDNAphage	5296	2	87.500	0.000
T40_D__k141_1136427||full	0.833	0.320	0.833	dsDNAphage	5296	0	80.000	0.000
T56_S__k141_923039||full	1.000	0.653	1.000	dsDNAphage	5296	1	100.000	0.000
T72_S__k141_425751||full	0.880	0.433	0.880	dsDNAphage	5296	0	75.000	0.000
T88_D__k141_812016||full	0.953	0.733	0.953	dsDNAphage	5296	0	57.100	0.000
T92_S__k141_452223||full	0.987	0.773	0.987	dsDNAphage	5296	0	23.100	0.000
T0_S__k141_694885||full	0.960	0.793	0.960	dsDNAphage	5295	0	75.000	0.000
T112_S__k141_435122||full	0.973	0.653	0.973	dsDNAphage	5295	0	93.300	0.000
T16_D__k141_556289||full	0.653	0.480	0.653	dsDNAphage	5295	0	33.300	0.000
T16_D__k141_299125||full	0.887	0.933	0.933	ssDNA	5295	0	100.000	0.000
T16_D__k141_397262||full	0.760	0.527	0.760	dsDNAphage	5295	0	66.700	0.000
T20_S__k141_260800||full	0.947	0.527	0.947	dsDNAphage	5295	0	88.900	0.000
T24_S__k141_378878||full	0.827	0.673	0.827	dsDNAphage	5295	0	85.700	0.000
T48_S__k141_281723||full	0.873	0.973	0.973	ssDNA	5295	0	75.000	0.000
T52_D__k141_243735||full	1.000	0.907	1.000	dsDNAphage	5295	1	78.600	0.000
T72_S__k141_875142||full	0.573	0.500	0.573	dsDNAphage	5295	0	12.500	0.000
T76_D__k141_676340||full	1.000	0.927	1.000	dsDNAphage	5295	2	100.000	0.000
T84_S__k141_1250403||full	0.987	0.913	0.987	dsDNAphage	5295	0	14.300	0.000
T84_S__k141_236857||full	0.993	0.500	0.993	dsDNAphage	5295	1	60.000	0.000
T88_D__k141_869188||full	1.000	0.933	1.000	dsDNAphage	5295	0	78.600	0.000
T88_D__k141_212429||full	1.000	0.787	1.000	dsDNAphage	5295	1	73.300	0.000
T4_D_k141_581612||full	0.993	0.927	0.993	dsDNAphage	5294	1	57.100	0.000
T4_D_k141_894700||full	0.900	0.433	0.900	dsDNAphage	5294	0	66.700	0.000
T52_S_k141_912618||full	0.880	0.747	0.880	dsDNAphage	5294	0	50.000	0.000
T0_S__k141_840967||full	1.000	0.947	1.000	dsDNAphage	5294	2	100.000	0.000
T100_S__k141_84429||full	0.993	0.673	0.993	dsDNAphage	5294	1	100.000	0.000
T108_S__k141_5768||full	0.973	0.747	0.973	dsDNAphage	5294	0	81.800	0.000
T16_D__k141_543722||full	0.980	0.640	0.980	dsDNAphage	5294	0	44.400	0.000
T24_S__k141_960266||full	0.953	0.833	0.953	dsDNAphage	5294	0	100.000	0.000
T68_S__k141_68711||full	0.987	0.793	0.987	dsDNAphage	5294	1	75.000	0.000
T76_D__k141_516827||full	1.000	0.687	1.000	dsDNAphage	5294	2	85.700	0.000
T96_S__k141_428144||full	0.987	0.620	0.987	dsDNAphage	5294	3	90.000	0.000
T4_D_k141_51959||full	0.933	0.793	0.933	dsDNAphage	5293	0	87.500	0.000
T52_S_k141_725930||full	0.707	0.407	0.707	dsDNAphage	5293	0	33.300	0.000
T20_S__k141_690003||full	1.000	0.573	1.000	dsDNAphage	5293	1	100.000	0.000
T40_D__k141_760136||full	1.000	0.520	1.000	dsDNAphage	5293	4	100.000	0.000
T4_S__k141_1313579||full	0.987	0.640	0.987	dsDNAphage	5293	0	88.900	0.000
T56_S__k141_820552||full	0.947	0.500	0.947	dsDNAphage	5293	0	42.900	0.000
T64_D__k141_663004||full	0.993	0.967	0.993	dsDNAphage	5293	3	100.000	0.000
T64_S__k141_542000||full	0.980	0.833	0.980	dsDNAphage	5293	0	88.900	0.000
T68_S__k141_117233||full	0.993	0.587	0.993	dsDNAphage	5293	3	100.000	0.000
T88_D__k141_917267||full	1.000	0.487	1.000	dsDNAphage	5293	1	80.000	0.000
T4_D_k141_268643||full	0.953	0.947	0.953	dsDNAphage	5292	0	100.000	0.000
T4_D_k141_885479||full	0.993	0.907	0.993	dsDNAphage	5292	2	100.000	0.000
T52_S_k141_614060||full	0.993	0.960	0.993	dsDNAphage	5292	1	66.700	0.000
T88_S_k141_1189748||full_1	0.993	0.893	0.993	dsDNAphage	5292	3	100.000	0.000
T0_S__k141_679448||full	1.000	0.973	1.000	dsDNAphage	5292	2	100.000	0.000
